,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_screenshots,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
2148,3,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0.0,Australia,0,1,3,3,0,59.046,No
2149,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0.0,California,0,0,4,4,0,97.305,No
2152,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,1,1,1,2,0,25.974,No
2153,3,0,0,26,7,0,0,1,0,0,0,2,0,0,0,2.0,Indonesia,34,3,1,3,0,38.961,No
2154,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,Australia,37,2,3,6,0,129.87,No
2156,4,0,0,10,0,0,1,0,0,0,0,0,0,24,0,0.0,Texas,53,2,3,4,0,19.981,No
2157,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,France,0,2,2,4,0,77.922,No
2158,1,0,0,5,0,1,0,0,0,0,0,0,0,0,4,1.0,United Kingdom,8,3,2,1,0,25.974,No
2159,1,0,0,9,0,0,0,0,0,0,0,0,0,0,14,0.0,New Jersey,0,0,3,1,0,25.974,No
2160,1,0,0,11,1,0,0,0,0,2,0,0,0,0,0,1.0,California,0,3,2,1,0,25.974,No
2161,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0.0,Australia,0,0,1,3,0,38.961,Yes
2162,4,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0.0,Georgia,0,0,3,4,0,103.896,No
2163,1,0,0,5,0,0,19,0,0,22,0,0,0,14,0,0.0,California,0,3,2,1,0,25.974,No
2164,1,0,0,6,0,0,6,1,0,13,0,0,0,23,0,0.0,Arizona,29,2,1,1,0,12.987,No
2167,5,0,0,4,0,0,0,0,0,30,0,0,0,3,0,0.0,Nevada,33,2,5,5,0,101.595,Yes
2168,7,0,0,26,6,0,0,0,0,0,0,1,0,2,0,0.0,California,29,2,1,7,0,90.909,No
2169,5,0,0,21,4,0,0,0,0,0,0,0,0,0,0,1.0,California,1,2,2,5,0,129.87,No
2170,4,0,0,78,0,0,0,0,0,0,0,2,0,0,0,0.0,Switzerland,0,0,1,4,0,51.948,Yes
2171,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Australia,0,2,2,1,0,25.974,No
2172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Israel,0,0,1,1,0,12.987,Yes
2173,1,0,0,1,10,1,0,0,1,0,0,0,0,0,0,0.0,Germany,0,2,2,1,0,25.974,No
2174,1,0,0,5,0,0,18,0,0,23,0,1,0,0,0,0.0,Florida,7,2,2,1,0,25.974,No
2175,9,0,1,36,41,0,16,1,0,10,0,0,0,6,8,0.0,New Jersey,46,2,1,10,0,116.883,No
2176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Connecticut,9,0,1,1,0,12.987,Yes
2177,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1.0,California,18,2,2,7,0,181.818,No
2178,1,0,0,2,0,0,0,0,0,5,0,0,0,6,0,0.0,Texas,11,2,2,1,0,25.974,No
2179,13,1,0,5,0,0,2,0,0,0,6,0,0,0,0,1.0,Washington,51,2,8,13,0,308.061,No
2180,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.0,South Africa,48,1,3,5,0,109.707,No
2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Texas,0,2,2,1,0,25.974,No
2182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Illinois,0,0,1,1,0,0.715,Yes
2183,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,Italy,3,2,2,1,0,25.974,No
2184,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,2,2,1,0,25.974,No
2185,14,4,1,30,114,0,0,0,0,0,3,0,0,0,0,2.0,New Jersey,87,2,1,17,0,259.74,No
2188,3,0,0,1,0,0,49,0,0,0,0,0,0,0,0,1.0,California,0,2,2,3,0,77.922,No
2189,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Spain,9,0,2,2,0,25.974,Yes
2190,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1.0,Arizona,0,1,2,1,0,25.974,No
2191,8,1,0,33,18,0,4,1,2,0,4,0,0,0,0,1.0,Texas,18,0,3,9,0,232.596,No
2192,2,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0.0,Nevada,0,0,1,3,0,38.961,Yes
2193,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,Arizona,9,2,2,2,0,51.948,No
2194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,Texas,0,2,2,1,0,25.974,No
2195,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,South Carolina,0,2,2,1,0,25.974,No
2197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates,0,0,1,1,0,12.987,Yes
2198,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,India,22,0,1,2,0,25.974,No
2199,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1.0,Brazil,0,0,1,1,0,12.987,Yes
2200,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Ohio,0,2,2,1,0,25.974,No
2201,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.0,California,1,0,3,5,0,103.454,No
2202,2,0,0,9,0,0,0,1,0,4,3,0,0,0,15,1.0,Arkansas,1,0,3,2,0,51.948,No
2203,1,0,0,19,4,1,0,1,0,1,0,0,0,1,0,0.0,New Mexico,39,2,1,1,0,12.987,No
2205,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,New York,31,2,3,2,0,51.948,No
2206,1,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0.0,Hawaii,4,2,2,1,0,25.974,No
2208,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1.0,Russia,0,2,2,3,0,77.922,No
2209,3,0,0,8,6,0,32,0,0,0,0,0,0,0,0,0.0,New York,65,2,2,3,0,51.948,No
2210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,2,2,1,0,25.974,No
2212,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Pakistan,0,1,2,2,0,51.948,No
2213,3,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0.0,Australia,0,2,2,3,0,77.922,No
2214,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,India,0,2,2,2,0,51.948,No
2215,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0.0,North Carolina,0,1,2,1,0,25.974,No
2216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Louisiana,0,0,1,2,0,25.974,Yes
2217,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,Texas,22,0,1,4,0,51.948,No
2218,1,0,0,74,35,0,0,0,0,0,0,0,0,0,0,0.0,Belgium,7,2,2,1,0,25.974,No
2219,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,1,2,2,1,0,25.974,No
2221,1,0,0,6,5,0,0,0,0,1,0,0,0,0,2,1.0,Indiana,0,2,2,1,0,25.974,No
2222,3,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0.0,Canada,5,0,2,4,0,64.922,Yes
2223,8,0,0,15,42,0,0,0,0,0,0,0,0,1,1,0.0,Belgium,49,1,2,8,0,77.922,No
2224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,South Carolina,0,0,1,1,0,12.987,Yes
2225,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0.0,Virginia,31,2,3,1,0,25.974,No
2226,10,0,0,22,1,0,36,0,0,0,7,1,0,0,3,0.0,California,32,2,6,10,0,184.821,No
2227,6,0,0,0,4,0,60,0,0,0,0,0,1,0,0,0.0,Argentina,32,2,3,6,0,155.675,No
2228,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Greece,0,2,2,1,1,31.148,No
2229,5,0,0,18,18,0,0,0,0,0,0,1,0,0,5,0.0,United Kingdom,4,0,4,6,0,149.292,No
2230,5,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0.0,Canada,0,0,4,6,0,152.932,No
2231,7,0,0,25,2,0,135,1,0,0,0,0,0,0,0,1.0,Alabama,31,1,4,7,0,125.775,No
2232,1,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0.0,Georgia,3,0,1,1,0,12.987,Yes
2233,1,0,0,50,32,0,0,0,0,0,0,0,0,0,3,0.0,United Kingdom,0,0,1,1,0,12.987,Yes
2234,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Arkansas,8,0,5,4,1,107.848,No
2235,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Bahrain,37,1,4,3,0,77.896,No
2236,1,0,0,23,4,1,0,0,0,0,0,0,0,0,37,2.0,Uzbekistan,0,2,2,1,0,25.974,No
2237,3,0,0,22,0,0,0,1,0,0,0,2,0,18,30,0.0,Poland,8,1,2,3,0,77.922,No
2238,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,23,2,1,1,0,12.987,No
2239,2,0,0,4,2,0,0,0,0,0,12,0,0,0,3,1.0,California,0,2,2,2,0,51.948,No
2240,1,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0.0,Georgia,0,1,2,1,0,25.974,No
2242,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Pennsylvania,0,0,1,1,0,12.987,Yes
2243,1,0,0,23,27,0,0,0,0,0,0,0,0,0,10,0.0,Greece,15,1,1,1,0,12.987,No
2244,8,0,1,38,7,0,0,0,0,3,0,0,0,0,2,0.0,Belgium,4,0,4,9,0,222.95,No
2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Louisiana,0,0,1,1,0,12.987,Yes
2246,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,33,2,3,6,0,155.428,No
2247,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,1.0,Egypt,41,1,1,4,0,51.948,No
2248,1,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0.0,Washington,24,2,1,1,0,12.987,No
2249,2,0,0,4,6,0,0,0,1,4,0,0,0,1,0,0.0,Germany,30,2,1,2,0,25.974,No
2250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Nevada,0,2,2,3,0,77.922,No
2251,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1.0,Georgia,8,0,1,1,0,12.987,Yes
2252,24,0,0,9,80,0,9,1,0,5,0,0,0,6,0,2.0,El Salvador,17,2,1,24,0,311.688,No
2253,3,0,1,13,0,0,0,0,0,0,0,0,0,0,27,0.0,Illinois,13,1,1,4,0,51.948,No
2254,1,0,0,1,2,0,0,0,0,9,0,0,0,3,2,0.0,Connecticut,61,2,2,1,0,18.174,No
2255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,South Carolina,0,0,1,1,0,12.987,Yes
2256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,South Carolina,0,0,1,1,0,12.987,Yes
2257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,South Carolina,0,0,1,1,0,12.987,Yes
2258,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0.0,North Carolina,0,0,1,1,0,12.987,Yes
2259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Australia,0,2,2,1,0,25.974,No
2260,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,8,0,4,4,0,96.161,No
2261,3,0,0,24,0,0,0,0,0,0,0,0,0,0,3,1.0,Florida,21,1,2,3,0,38.922,No
2262,1,0,1,11,12,0,0,0,0,5,0,0,0,1,0,0.0,Brazil,19,2,1,2,0,25.974,No
2263,1,0,0,4,3,0,0,0,0,12,0,0,0,0,2,1.0,Philippines,1,0,1,1,0,12.987,No
2264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,South Carolina,0,0,1,1,0,12.987,Yes
2265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Virginia,0,0,1,1,0,12.987,No
2266,3,0,0,7,1,0,0,0,0,0,6,1,0,5,7,0.0,Massachusetts,0,2,2,3,0,77.922,No
2267,2,3,0,6,8,2,0,0,0,0,2,0,0,0,0,1.0,New York,18,2,1,3,0,38.961,No
2268,1,0,0,11,0,0,0,1,0,8,0,0,0,2,0,2.0,Australia,8,2,1,1,0,12.987,No
2269,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,Hawaii,2,2,2,1,0,25.974,No
2271,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,Canada,8,0,1,1,0,12.987,Yes
2272,0,0,0,26,6,0,0,0,0,16,0,0,0,0,0,0.0,Iowa,7,1,2,1,0,25.974,No
2274,8,1,0,2,2,0,0,0,0,3,0,0,0,0,1,1.0,Bangladesh,36,1,7,9,0,132.808,No
2275,1,0,0,9,6,0,24,0,0,0,0,0,0,0,0,0.0,District of Columbia,0,2,2,1,0,25.974,No
2276,3,0,0,9,2,0,0,0,0,3,2,0,0,0,0,0.0,United Kingdom,10,2,1,3,0,38.961,No
2277,4,0,0,8,0,0,0,0,0,0,5,0,0,0,0,1.0,North Carolina,0,2,2,4,0,103.896,No
2278,1,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0.0,California,31,2,3,1,0,24.804,No
2279,5,0,0,23,8,0,0,1,0,4,0,0,0,10,0,2.0,Oregon,11,2,1,5,0,64.935,No
2280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,New Zealand,0,0,1,1,0,12.987,Yes
2282,8,0,1,15,22,0,0,0,0,0,0,0,0,0,0,1.0,Canada,65,2,4,10,0,232.479,No
2284,1,0,0,3,1,0,0,1,0,27,0,0,0,18,2,0.0,Ohio,10,2,1,1,0,12.987,No
2285,3,0,0,2,0,0,3,1,0,0,0,0,0,0,0,2.0,Kyrgyzstan,32,2,1,3,0,38.961,No
2286,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0,Ukraine,2,0,1,1,0,12.987,Yes
2287,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1.0,Philippines,6,1,1,1,0,12.987,No
2288,4,0,0,42,5,0,7,0,0,0,0,0,0,0,0,0.0,Arizona,1,0,2,4,0,77.896,Yes
2289,2,0,0,17,1,0,0,0,0,0,0,1,0,0,6,1.0,Texas,12,2,1,2,0,25.974,No
2290,4,0,0,9,0,0,0,0,0,0,1,0,0,0,5,0.0,Pennsylvania,0,2,2,4,0,103.896,No
2291,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Georgia,0,0,1,1,0,12.987,Yes
2292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Australia,61,2,3,2,0,38.675,No
2293,7,0,0,50,0,0,19,0,0,0,0,0,0,0,0,2.0,California,0,2,2,7,0,181.818,No
2294,1,0,0,10,13,0,36,0,0,1,0,0,0,0,0,0.0,Texas,10,2,1,1,0,12.987,No
2295,1,0,0,12,0,0,0,0,0,1,0,0,0,1,0,1.0,Spain,0,0,1,1,0,12.987,Yes
2296,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0.0,Australia,7,2,1,1,0,12.987,No
2297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,0,1,1,0,12.987,Yes
2300,2,0,0,7,9,0,0,0,0,0,0,0,0,6,3,1.0,Brazil,0,1,2,2,0,51.948,No
2301,1,0,0,19,0,0,0,0,0,1,0,0,0,0,0,1.0,Colorado,34,2,0,1,0,0.0,No
2302,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,Maryland,0,0,3,3,0,77.909,No
2303,10,0,0,17,0,0,0,0,0,2,0,0,0,3,6,0.0,Australia,33,1,4,10,0,71.838,No
2305,18,0,0,42,36,0,39,1,0,5,2,1,0,0,9,0.0,Bosnia & Herzegovina,5,1,1,18,0,220.779,No
2307,4,0,0,4,3,0,0,0,0,0,2,0,0,0,1,1.0,Ghana,14,2,1,4,0,51.948,No
2308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Wisconsin,21,1,1,7,0,2.665,Yes
2309,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,California,0,2,2,1,0,25.974,No
2310,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,Texas,31,1,3,2,0,77.922,No
2312,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,California,29,2,1,3,0,38.961,No
2313,3,0,0,16,3,0,15,0,0,0,0,0,0,0,0,0.0,Colombia,0,2,4,3,0,53.924,Yes
2315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,California,0,0,1,1,0,454.35,Yes
2316,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Arkansas,0,2,2,3,0,77.922,No
2317,2,0,0,1,5,0,0,1,0,0,0,0,0,0,0,1.0,Virginia,19,2,1,2,0,25.974,No
2318,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,North Carolina,31,1,1,3,0,38.961,No
2319,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0.0,Russia,10,2,1,1,0,12.987,No
2320,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0.0,New Zealand,11,1,2,1,0,12.987,No
2322,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Netherlands,11,2,1,2,0,25.974,No
2325,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Estonia,0,2,1,5,0,64.935,No
2326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Philippines,18,1,1,2,0,25.974,No
2327,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1.0,Illinois,4,2,1,3,0,38.961,No
2328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Tennessee,0,0,1,1,0,12.987,No
2329,3,0,0,0,0,0,13,0,0,1,1,0,0,0,0,0.0,French Polynesia,0,1,1,3,0,38.961,No
2330,5,0,0,40,0,0,3,0,0,0,0,0,0,0,0,0.0,United Kingdom,1,0,2,5,0,38.961,No
2331,3,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0.0,Australia,37,2,2,3,0,37.115,No
2333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,Missouri,0,0,2,1,0,12.987,No
2334,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0.0,Florida,4,0,2,2,1,27.079,No
2335,4,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0.0,New Zealand,9,1,1,4,0,51.948,No
2336,1,0,0,1,0,0,0,0,0,0,0,0,0,41,3,0.0,California,0,2,1,1,0,12.987,No
2337,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2.0,Illinois,21,2,1,1,0,12.987,No
2338,3,0,0,25,0,2,0,0,0,0,0,0,0,0,3,0.0,Germany,0,2,1,3,0,38.961,No
2339,6,0,0,19,1,0,0,0,0,0,0,0,0,0,0,2.0,Germany,6,2,1,6,0,77.922,No
2340,1,0,0,9,2,0,0,1,0,1,1,0,0,0,26,2.0,Brazil,24,1,1,1,0,90.909,No
2341,1,0,0,3,19,0,0,0,1,19,0,0,0,0,7,1.0,Canada,0,2,1,1,0,12.987,No
2342,3,0,0,4,12,0,1,0,0,0,0,0,0,0,0,1.0,Colorado,52,2,0,3,0,0.0,No
2343,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,Indiana,31,2,2,5,0,64.922,No
2344,2,0,0,4,0,0,0,0,0,0,4,0,1,0,0,0.0,Tennessee,0,2,1,2,0,25.974,No
2345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alabama,0,0,1,1,0,12.987,No
2346,4,3,1,28,0,0,0,1,0,0,0,0,0,0,0,0.0,Arizona,15,2,1,5,0,64.935,No
2347,5,0,0,7,16,1,0,0,0,0,0,0,0,0,0,0.0,Australia,5,1,3,5,0,60.944,No
2348,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0.0,California,0,2,1,1,0,12.987,No
2349,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Cape Verde,7,1,2,6,0,77.909,No
2350,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Brazil,41,2,0,2,0,0.0,Yes
2352,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Austria,31,2,2,1,1,15.574,No
2353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,31,1,1,1,0,9.087,No
2354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,1,1,2,0,25.974,No
2355,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,California,1,0,1,1,0,12.987,No
2356,1,0,0,6,0,0,1,0,0,23,0,0,0,1,0,0.0,California,2,2,1,1,0,12.987,No
2358,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Texas,0,0,1,1,0,12.987,No
2359,1,0,0,26,33,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,2,1,2,0,25.974,No
2360,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0.0,Michigan,27,2,0,4,0,0.0,No
2361,1,0,0,4,5,0,0,1,0,31,0,0,0,0,0,1.0,Brazil,5,2,1,1,0,12.987,No
2362,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2.0,New York,16,1,1,1,0,12.987,No
2363,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0.0,United Kingdom,6,2,1,1,0,12.987,No
2364,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1.0,Brazil,1,0,1,1,0,12.987,No
2366,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,31,2,2,7,0,90.87,No
2367,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,1.0,Canada,38,2,2,4,1,53.248,No
2368,1,0,0,4,0,0,0,0,0,1,0,0,0,6,0,1.0,Florida,4,2,1,1,0,12.987,No
2369,3,0,0,10,11,0,0,0,0,1,0,0,0,0,4,0.0,North Carolina,1,0,2,3,0,38.948,No
2370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,North Carolina,13,2,1,1,0,12.987,No
2371,5,0,0,32,5,0,6,0,0,1,0,0,0,6,0,1.0,Arkansas,21,1,2,5,0,58.032,No
2372,1,0,0,6,0,0,34,1,0,36,0,0,0,38,0,1.0,Georgia,18,2,1,1,0,12.987,No
2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Australia,0,0,1,1,0,12.987,Yes
2374,5,0,0,57,0,0,0,0,1,0,4,0,1,0,0,0.0,United Kingdom,25,1,2,5,0,42.887,No
2377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Missouri,0,1,1,1,0,12.987,No
2378,2,0,0,5,1,0,0,0,0,2,0,0,0,8,0,0.0,Germany,0,2,1,2,0,25.974,No
2379,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,France,0,2,1,1,0,12.987,No
2382,1,0,0,1,32,0,8,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,2,1,1,0,12.987,No
2383,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,Germany,0,2,1,1,0,12.987,No
2384,1,0,0,0,0,0,0,0,0,22,0,0,0,19,0,2.0,Georgia,0,2,1,1,0,12.987,No
2385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,California,6,1,1,1,0,12.987,No
2387,7,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0.0,Arkansas,4,0,5,7,0,94.237,No
2388,1,0,0,55,124,0,0,0,0,5,0,0,1,0,4,1.0,Delaware,0,1,1,1,0,12.987,No
2389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,0,0,1,1,0,12.987,No
2390,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,Poland,22,0,1,1,0,12.987,No
2391,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,2.0,Philippines,0,0,3,2,0,44.135,No
2392,1,0,0,12,1,0,32,1,0,9,0,0,0,3,6,2.0,Finland,17,1,1,1,0,12.987,No
2394,2,0,0,1,0,0,0,0,0,11,5,0,0,0,0,0.0,California,40,1,2,2,0,25.974,No
2395,1,0,0,3,0,0,0,0,0,5,0,0,0,2,0,1.0,Austria,11,0,1,1,0,12.987,No
2396,4,0,0,15,7,0,0,0,0,0,0,0,0,0,10,0.0,Germany,2,0,4,4,0,41.678,No
2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Germany,0,0,1,3,0,38.961,Yes
2398,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Mexico,0,0,2,7,0,90.883,No
2399,1,0,0,8,5,0,1,1,0,20,0,0,0,7,3,0.0,Minnesota,8,1,1,1,0,12.987,No
2400,4,0,0,45,8,0,0,0,0,0,0,0,0,0,38,1.0,Brazil,1,1,1,4,0,51.948,No
2401,5,0,0,51,4,0,0,0,0,0,0,0,0,0,0,2.0,Mississippi,1,0,3,5,0,63.934,No
2403,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1.0,Belgium,6,1,1,2,0,25.974,No
2404,7,0,1,34,0,0,0,0,0,0,0,0,0,0,2,2.0,United Kingdom,0,1,1,8,0,103.896,No
2405,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,Florida,7,1,1,1,0,12.987,No
2408,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,0,1,1,1,0,12.987,No
2409,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryland,5,0,2,1,0,12.987,No
2410,2,1,0,9,0,1,0,1,2,0,3,0,0,4,10,1.0,Florida,16,1,1,2,0,25.974,No
2411,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Pakistan,0,1,1,1,0,12.987,No
2413,9,0,0,8,5,0,0,1,0,0,0,0,0,1,0,1.0,Connecticut,8,0,1,10,0,116.883,No
2414,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Missouri,14,0,1,23,0,298.701,No
2415,3,0,0,35,4,0,4,0,0,0,0,0,0,0,0,1.0,North Carolina,31,1,1,3,0,38.961,No
2417,6,0,0,42,0,0,0,1,0,4,0,1,0,0,2,2.0,India,10,1,1,6,0,77.922,No
2418,1,0,0,17,7,0,56,1,0,5,0,0,0,0,0,2.0,Switzerland,6,1,1,1,0,12.987,No
2419,3,0,0,33,5,0,0,0,0,3,0,0,0,33,2,0.0,Cyprus,3,1,1,3,0,38.961,No
2421,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1.0,French Polynesia,0,0,1,1,0,12.987,No
2422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Arizona,0,0,1,1,0,12.987,No
2424,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,Michigan,15,1,1,1,0,12.987,No
2425,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.0,Massachusetts,10,0,1,1,0,12.987,No
2427,2,2,0,0,74,0,0,0,0,5,0,0,0,2,0,0.0,Alaska,1,1,1,2,0,25.974,No
2428,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Virginia,0,0,1,1,0,12.987,No
